idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
9	FinP	RF00107	7180000117590	-	-	cm	1	79	137	64	-	no	1	0.31	0	27.9	0.0015	!	=	2	0.838	0.765	""""	""""	""""	FinP
10	FinP	RF00107	7180000117590	-	-	cm	1	79	35	108	+	no	1	0.31	0	27.7	0.0017	!	=	1	0.838	0.765	""""	""""	""""	FinP
11	mir-7383	RF03416	7180000117590	-	-	cm	1	59	44	130	+	no	1	0.32	0	25.4	0.0029	!	=	1	0.931	1	""""	""""	""""	mir-7383 microRNA precursor family
12	mir-7383	RF03416	7180000117590	-	-	cm	1	59	128	42	-	no	1	0.32	0	25.4	0.0029	!	=	2	0.931	1	""""	""""	""""	mir-7383 microRNA precursor family
13	Rp_sR47	RF02800	7180000117590	-	-	cm	1	316	3	185	+	no	1	0.33	1	19.9	0.0033	!	=	1	0.443	1	""""	""""	""""	Rickettsia sRNA47
14	RUF4	RF01582	7180000117590	-	-	cm	1	277	136	34	-	no	1	0.29	0.2	24.5	0.0082	!	=	2	0.786	1	""""	""""	""""	RNA of unknown function RUF4
1	snoR71	RF00097	7180000106893	-	-	cm	1	107	9909	10015	+	no	1	0.43	0	39.1	0.0003	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR6149	RF03905	7180000107122	-	-	cm	1	99	40604	40515	-	no	1	0.23	3.9	36.8	0.005	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
1	tRNA	RF00005	7180000118616	-	-	cm	1	71	54923	54852	-	no	1	0.47	0	59.3	7.10E-10	!	*	-	-	-	-	-	-	tRNA
1	U6	RF00026	7180000120977	-	-	cm	1	104	2589	2688	+	no	1	0.43	0	97.6	2.20E-22	!	*	-	-	-	-	-	-	U6 spliceosomal RNA
1	SCARNA7	RF01295	7180000119000	-	-	cm	1	330	2148	2251	+	no	1	0.37	0	25.9	0.0024	!	^	-	-	-	-	-	-	Small Cajal body-specific RNA 7
1	mir-268	RF00834	7180000106197	-	-	cm	1	95	28181	28088	-	no	1	0.24	3.1	32.8	0.0093	!	^	-	-	-	-	-	-	microRNA mir-268
1	LSU_rRNA_eukarya	RF02543	7180000114222	-	-	cm	1	3401	11365	7987	-	no	1	0.57	56.2	2872.9	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	SSU_rRNA_eukarya	RF01960	7180000114222	-	-	cm	1	1851	13836	12016	-	no	1	0.5	0	1464.2	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
3	LSU_rRNA_archaea	RF02540	7180000114222	-	-	cm	1	2990	11778	8204	-	no	1	0.58	61.5	1290.4	0	!	=	1	0.884	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
4	LSU_rRNA_bacteria	RF02541	7180000114222	-	-	cm	1	2925	11778	8205	-	no	1	0.58	61.4	1042.4	0	!	=	1	0.884	0.935	""""	""""	""""	Bacterial large subunit ribosomal RNA
5	SSU_rRNA_microsporidia	RF02542	7180000114222	-	-	cm	1	1312	13836	12016	-	no	1	0.5	0	702	2.50E-212	!	=	2	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
6	SSU_rRNA_archaea	RF01959	7180000114222	-	-	cm	1	1477	13836	12013	-	no	1	0.5	0	490.2	1.60E-142	!	=	2	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
7	SSU_rRNA_bacteria	RF00177	7180000114222	-	-	cm	1	1533	13841	12011	-	no	1	0.5	0	410.5	9.20E-129	!	=	2	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
8	5_8S_rRNA	RF00002	7180000114222	-	-	cm	1	154	11765	11610	-	no	1	0.54	0	146.3	1.60E-37	!	=	3	1	0.044	-	-	-	5.8S ribosomal RNA
9	snoR83	RF01227	7180000114222	-	-	cm	1	129	5759	5634	-	no	1	0.34	0	73.2	1.40E-12	!	^	-	-	-	-	-	-	Small nucleolar RNA snoR83
10	SSU_rRNA_eukarya	RF01960	7180000114222	-	-	cm	1	34	34	1	-	3'	3	0.5	0	34.1	3.40E-06	!	*	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
11	mir-3622	RF03703	7180000114222	-	-	cm	1	84	6205	6135	-	no	1	0.72	0	42.9	3.40E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
12	mir-3622	RF03703	7180000114222	-	-	cm	1	84	4879	4809	-	no	1	0.72	0	42.4	4.60E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
13	mir-3622	RF03703	7180000114222	-	-	cm	1	84	5038	4915	-	no	1	0.7	0.7	41.4	8.00E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
14	mir-763	RF03935	7180000114222	-	-	cm	1	120	4207	4306	+	no	1	0.69	0.1	34	0.00054	!	^	-	-	-	-	-	-	mir-763 microRNA precursor family
1	mir-280	RF00801	7180000120318	-	-	cm	1	95	36852	36757	-	no	1	0.24	4.7	38.8	4.60E-05	!	^	-	-	-	-	-	-	microRNA mir-280
2	MIR6149	RF03905	7180000120318	-	-	cm	1	99	36855	36768	-	no	1	0.23	4	42.5	4.60E-05	!	=	1	0.966	0.885	""""	""""	""""	MIR6149 microRNA precursor family
3	MIR6149	RF03905	7180000120318	-	-	cm	1	99	36750	36849	+	no	1	0.23	8	39.9	0.00023	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
4	mir-1	RF00103	7180000120318	-	-	cm	1	77	36845	36772	-	no	1	0.23	1.3	38.1	0.00057	!	=	1	1	0.771	""""	""""	""""	mir-1 microRNA precursor family
1	MIR6149	RF03905	7180000121109	-	-	cm	1	99	28728	28626	-	no	1	0.24	4.7	42.6	3.70E-05	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
2	mir-4536	RF03747	7180000121109	-	-	cm	1	88	28682	28603	-	no	1	0.28	0.5	41.5	0.00037	!	=	1	0.712	0.553	""""	""""	""""	mir-4536 microRNA precursor family
3	mir-4536	RF03747	7180000121109	-	-	cm	1	88	28603	28682	+	no	1	0.28	0.5	36.1	0.0079	!	*	-	-	-	-	-	-	mir-4536 microRNA precursor family
1	mir-968	RF03495	7180000116174	-	-	cm	1	79	203	285	+	no	1	0.24	2	26.9	0.0043	!	^	-	-	-	-	-	-	mir-968 microRNA precursor family
1	MIR530	RF01005	7180000106154	-	-	cm	1	172	170053	169895	-	no	1	0.4	0	111.2	7.70E-21	!	^	-	-	-	-	-	-	microRNA MIR530
2	MIR530	RF01005	7180000106154	-	-	cm	1	172	169895	170053	+	no	1	0.4	0	64.2	1.90E-09	!	*	-	-	-	-	-	-	microRNA MIR530
3	MIR5304	RF03788	7180000106154	-	-	cm	1	80	196931	197009	+	no	1	0.28	0.1	52.8	9.20E-09	!	*	-	-	-	-	-	-	MIR5304 microRNA precursor family
1	snoR135	RF01431	7180000106626	-	-	cm	1	143	74872	75025	+	no	1	0.38	0	141	2.70E-28	!	*	-	-	-	-	-	-	small nucleolar RNA snoR135
2	mir-34	RF00456	7180000106626	-	-	cm	1	90	223572	223477	-	no	1	0.36	0	36	0.0018	!	*	-	-	-	-	-	-	mir-34 microRNA precursor family
1	MIR1435	RF03926	7180000116846	-	-	cm	1	186	277	84	-	no	1	0.28	11.4	69.4	6.60E-11	!	^	-	-	-	-	-	-	MIR1435 microRNA precursor family
2	MIR1435	RF03926	7180000116846	-	-	cm	1	186	85	278	+	no	3	0.28	11.5	57.5	2.00E-08	!	^	-	-	-	-	-	-	MIR1435 microRNA precursor family
3	WsnRNA46	RF02625	7180000116846	-	-	cm	1	151	117	242	+	no	1	0.28	3.2	43.7	4.00E-08	!	=	2	1	0.649	""""	""""	""""	Wolbachia sRNA 46
4	mir-156	RF00073	7180000116846	-	-	cm	1	88	228	134	-	no	1	0.32	0	40.8	2.40E-07	!	=	1	1	0.49	""""	""""	""""	mir-156 microRNA precursor
5	mir-787	RF00896	7180000116846	-	-	cm	1	92	150	243	+	no	1	0.27	0.9	37.3	2.60E-06	!	=	2	1	0.485	""""	""""	""""	microRNA mir-787
6	mir-590	RF00928	7180000116846	-	-	cm	1	97	230	124	-	no	1	0.29	0.7	38.8	5.40E-06	!	=	1	1	0.552	""""	""""	""""	microRNA mir-590
7	mir-590	RF00928	7180000116846	-	-	cm	1	97	132	238	+	no	1	0.29	0.4	38.4	6.50E-06	!	=	2	1	0.552	""""	""""	""""	microRNA mir-590
8	mir-192	RF00130	7180000116846	-	-	cm	1	106	162	257	+	no	1	0.29	0.2	31.3	1.90E-05	!	=	2	1	0.495	""""	""""	""""	mir-192/215 microRNA precursor
9	mir-277	RF00730	7180000116846	-	-	cm	1	101	242	144	-	no	1	0.28	0.3	30.2	7.50E-05	!	=	1	1	0.51	""""	""""	""""	microRNA mir-277
10	mir-786	RF00895	7180000116846	-	-	cm	1	91	246	144	-	no	1	0.28	0.5	29.1	0.00019	!	=	1	1	0.531	""""	""""	""""	microRNA mir-786
11	WsnRNA46	RF02625	7180000116846	-	-	cm	1	151	244	148	-	no	1	0.27	0.9	29.8	0.00031	!	=	1	1	0.5	""""	""""	""""	Wolbachia sRNA 46
12	mir-192	RF00130	7180000116846	-	-	cm	1	106	228	128	-	no	1	0.3	0.3	26.5	0.00051	!	=	1	1	0.521	""""	""""	""""	mir-192/215 microRNA precursor
13	lactis-plasmid	RF01742	7180000116846	-	-	cm	1	106	240	141	-	no	1	0.29	0.2	31.6	0.0022	!	=	1	1	0.515	""""	""""	""""	lactis-plasmid RNA
14	SpF19_sRNA	RF02430	7180000116846	-	-	cm	1	99	238	136	-	no	1	0.3	0.1	27.9	0.0027	!	=	1	1	0.531	""""	""""	""""	Streptococcus sRNA SpF19
15	SpF19_sRNA	RF02430	7180000116846	-	-	cm	1	99	124	226	+	no	1	0.3	0.3	27.7	0.0031	!	=	2	1	0.531	""""	""""	""""	Streptococcus sRNA SpF19
1	MIR159	RF00638	7180000107523	-	-	cm	1	196	20026	20222	+	no	1	0.43	0	142.8	1.00E-30	!	*	-	-	-	-	-	-	microRNA MIR159
2	MIR159	RF00638	7180000107523	-	-	cm	1	196	20220	20024	-	no	1	0.43	0	86.4	1.10E-16	!	*	-	-	-	-	-	-	microRNA MIR159
1	SNORD115	RF00105	7180000109004	-	-	cm	5	77	7670	7598	-	no	1	0.32	0	32.2	0.01	!	*	-	-	-	-	-	-	Small nucleolar RNA SNORD115
1	U2	RF00004	7180000106259	-	-	cm	1	193	213417	213582	+	no	1	0.39	0	81.5	5.40E-14	!	*	-	-	-	-	-	-	U2 spliceosomal RNA
2	U1	RF00003	7180000106259	-	-	cm	1	166	214701	214830	+	no	1	0.58	0	48.5	4.30E-09	!	*	-	-	-	-	-	-	U1 spliceosomal RNA
3	snoR71	RF00097	7180000106259	-	-	cm	1	107	204513	204619	+	no	1	0.33	0	40	0.00044	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-7385	RF03198	7180000107042	-	-	cm	1	62	199282	199345	+	no	1	0.38	0	33.9	0.0035	!	*	-	-	-	-	-	-	mir-7385 microRNA precursor family
1	mir-3003	RF04010	7180000113320	-	-	cm	1	76	17913	17988	+	no	1	0.39	0	36.2	0.0037	!	*	-	-	-	-	-	-	mir-3003 microRNA precursor family
1	mir-34	RF00456	7180000114995	-	-	cm	1	90	161	77	-	no	1	0.38	0	27.9	0.0019	!	^	-	-	-	-	-	-	mir-34 microRNA precursor family
1	mir-786	RF00895	7180000116762	-	-	cm	1	91	15691	15579	-	no	1	0.27	2.7	29.7	0.0062	!	^	-	-	-	-	-	-	microRNA mir-786
1	MIR9563	RF03940	7180000111103	-	-	cm	1	125	47953	47825	-	no	1	0.27	4.3	55.5	2.10E-08	!	*	-	-	-	-	-	-	MIR9563 microRNA precursor family
2	MIR1888	RF03616	7180000111103	-	-	cm	1	101	47833	47945	+	no	1	0.27	1.8	44.7	1.20E-05	!	^	-	-	-	-	-	-	MIR1888 microRNA precursor family
1	sno_ZL1	RF02723	7180000107565	-	-	cm	1	196	115204	115031	-	no	1	0.36	3	38.4	2.40E-05	!	^	-	-	-	-	-	-	Small nucleolar RNA ZL1
2	mir-2060	RF03662	7180000107565	-	-	cm	1	94	115181	115089	-	no	1	0.35	0.2	38.3	0.00016	!	=	1	1	0.534	""""	""""	""""	mir-2060 microRNA precursor family
3	SNORA23	RF00319	7180000107565	-	-	cm	1	184	115182	115043	-	no	1	0.36	0.2	37.9	0.0011	!	=	1	1	0.805	""""	""""	""""	Small nucleolar RNA SNORA23
4	mir-574	RF00929	7180000107565	-	-	cm	1	77	115165	115094	-	no	1	0.38	0	42	0.0068	!	=	1	1	0.414	""""	""""	""""	microRNA mir-574
1	mir-3912	RF03682	7180000118244	-	-	cm	1	91	205525	205432	-	no	1	0.38	0	42.1	0.00016	!	^	-	-	-	-	-	-	mir-3912 microRNA precursor family
1	mir-395	RF00451	7180000106828	-	-	cm	1	108	85369	85468	+	no	1	0.19	13.9	39.4	9.80E-05	!	^	-	-	-	-	-	-	mir-395 microRNA precursor family
2	mir-395	RF00451	7180000106828	-	-	cm	1	108	85468	85369	-	no	1	0.19	13.9	39.3	0.0001	!	^	-	-	-	-	-	-	mir-395 microRNA precursor family
1	MIR6024	RF03598	7180000120939	-	-	cm	1	99	12256	12162	-	no	1	0.22	8.1	47.5	1.50E-07	!	*	-	-	-	-	-	-	MIR6024 microRNA precursor family
2	MIR6024	RF03598	7180000120939	-	-	cm	1	99	12162	12256	+	no	1	0.22	8.1	41.8	5.80E-06	!	^	-	-	-	-	-	-	MIR6024 microRNA precursor family
3	mir-4703	RF03523	7180000120939	-	-	cm	1	61	12180	12240	+	no	1	0.21	1.8	30.4	0.0088	!	=	2	1	0.642	""""	""""	""""	mir-4703 microRNA precursor family
1	mir-4536	RF03747	7180000114714	-	-	cm	1	88	2	86	+	no	1	0.2	8.1	32.6	0.0027	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-4536	RF03747	7180000114714	-	-	cm	1	88	116	33	-	no	1	0.2	7	31.1	0.0063	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
1	mir-251	RF00837	7180000116980	-	-	cm	1	98	183	277	+	no	1	0.21	8.9	48.9	1.30E-10	!	^	-	-	-	-	-	-	microRNA mir-251
2	MIR6288	RF03664	7180000116980	-	-	cm	1	92	100	8	-	no	1	0.18	13.9	49.5	1.80E-09	!	^	-	-	-	-	-	-	MIR6288 microRNA precursor family
3	mir-2574	RF03394	7180000116980	-	-	cm	1	68	90	19	-	no	1	0.24	1	43.4	2.20E-08	!	=	2	1	0.774	""""	""""	""""	mir-2574 microRNA precursor family
4	mir-2574	RF03394	7180000116980	-	-	cm	1	68	18	89	+	no	1	0.24	1.1	41	1.10E-07	!	^	-	-	-	-	-	-	mir-2574 microRNA precursor family
5	mir-1891	RF03410	7180000116980	-	-	cm	1	87	271	186	-	no	1	0.23	3.3	40.3	2.30E-07	!	^	-	-	-	-	-	-	mir-1891 microRNA precursor family
6	mir-308	RF00743	7180000116980	-	-	cm	1	63	88	20	-	no	1	0.25	0.4	39.8	5.80E-07	!	=	2	1	0.742	""""	""""	""""	microRNA mir-308
7	mir-208	RF00749	7180000116980	-	-	cm	1	80	16	91	+	no	1	0.22	2.7	35	5.00E-06	!	=	4	0.947	1	""""	""""	""""	microRNA mir-208
8	mir-208	RF00749	7180000116980	-	-	cm	1	80	92	17	-	no	1	0.22	2.9	33.6	1.20E-05	!	=	2	1	0.817	""""	""""	""""	microRNA mir-208
9	MIR825	RF03826	7180000116980	-	-	cm	23	133	178	283	+	no	1	0.21	12.2	36.8	1.30E-05	!	=	1	0.896	1	""""	""""	""""	MIR825 microRNA precursor family
10	MIR5269	RF03789	7180000116980	-	-	cm	1	80	19	89	+	no	1	0.24	0.8	36.8	1.50E-05	!	=	4	1	0.986	""""	""""	""""	MIR5269 microRNA precursor family
11	MIR6149	RF03905	7180000116980	-	-	cm	1	99	275	181	-	no	1	0.21	8.9	33.7	3.90E-05	!	=	5	0.905	1	""""	""""	""""	MIR6149 microRNA precursor family
12	MIR815	RF00884	7180000116980	-	-	cm	1	81	19	89	+	no	1	0.24	0.8	32.4	8.90E-05	!	=	4	1	0.986	""""	""""	""""	microRNA MIR815
13	mir-4875	RF03566	7180000116980	-	-	cm	1	73	82	24	-	no	1	0.24	0.3	28.1	0.00079	!	=	2	1	0.634	""""	""""	""""	mir-4875 microRNA precursor family
14	RNA-OUT	RF00240	7180000116980	-	-	cm	1	70	88	17	-	no	1	0.24	1	27	0.0039	!	=	2	1	0.774	""""	""""	""""	RNA-OUT
15	RNA-OUT	RF00240	7180000116980	-	-	cm	1	70	20	91	+	no	1	0.24	1.1	25.7	0.0086	!	=	4	0.972	0.972	""""	""""	""""	RNA-OUT
1	MIR398	RF00695	7180000109687	-	-	cm	1	109	50161	50260	+	no	1	0.24	4.7	31.8	0.003	!	*	-	-	-	-	-	-	microRNA MIR398
2	MIR398	RF00695	7180000109687	-	-	cm	1	109	50260	50161	-	no	1	0.24	4.7	31.4	0.0039	!	*	-	-	-	-	-	-	microRNA MIR398
1	MIR7993	RF03601	7180000121199	-	-	cm	1	138	16469	16627	+	no	1	0.31	1.8	64.4	1.60E-10	!	^	-	-	-	-	-	-	MIR7993 microRNA precursor family
2	mir-3914	RF03719	7180000121199	-	-	cm	1	95	16609	16485	-	no	1	0.33	0.1	54.8	3.10E-10	!	^	-	-	-	-	-	-	mir-3914 microRNA precursor family
3	mir-3914	RF03719	7180000121199	-	-	cm	1	95	16485	16609	+	no	1	0.33	0.1	51.2	3.70E-09	!	=	1	1	0.786	""""	""""	""""	mir-3914 microRNA precursor family
4	MIR6445	RF03933	7180000121199	-	-	cm	1	117	16611	16483	-	no	1	0.33	0.1	45.9	1.30E-06	!	=	2	0.969	1	""""	""""	""""	MIR6445 microRNA precursor family
5	MIR6445	RF03933	7180000121199	-	-	cm	1	117	16483	16611	+	no	1	0.33	0.1	41.8	1.60E-05	!	=	1	1	0.811	""""	""""	""""	MIR6445 microRNA precursor family
1	tRNA	RF00005	7180000118901	-	-	cm	1	71	70808	70895	+	no	1	0.53	0	58.7	6.30E-10	!	*	-	-	-	-	-	-	tRNA
1	MIR821	RF00885	7180000117675	-	-	cm	36	275	1	251	+	5'	2	0.3	13.9	88.1	5.80E-19	!	^	-	-	-	-	-	-	microRNA MIR821
2	MIR821	RF00885	7180000117675	-	-	cm	1	237	251	1	-	3'	3	0.3	13.9	85.5	2.50E-18	!	^	-	-	-	-	-	-	microRNA MIR821
3	MIR9563	RF03940	7180000117675	-	-	cm	1	125	304	154	-	no	1	0.3	2.1	65.9	1.20E-13	!	=	2	0.649	0.39	""""	""""	""""	MIR9563 microRNA precursor family
4	MIR9563	RF03940	7180000117675	-	-	cm	1	125	55	164	+	no	1	0.27	1.9	54.7	1.10E-10	!	=	1	1	0.438	""""	""""	""""	MIR9563 microRNA precursor family
5	MIR2934	RF03955	7180000117675	-	-	cm	1	113	62	157	+	no	1	0.29	0.2	50.8	3.90E-09	!	=	1	1	0.382	""""	""""	""""	MIR2934 microRNA precursor family
6	MIR4221	RF03605	7180000117675	-	-	cm	1	132	160	59	-	no	1	0.27	1	47.6	4.30E-09	!	=	2	1	0.406	""""	""""	""""	MIR4221 microRNA precursor family
7	MIR1888	RF03616	7180000117675	-	-	cm	1	101	171	48	-	no	1	0.29	1.3	47.8	5.50E-09	!	=	2	1	0.494	""""	""""	""""	MIR1888 microRNA precursor family
8	MIR9563	RF03940	7180000117675	-	-	cm	1	125	153	66	-	no	1	0.27	0.4	44.4	5.80E-08	!	=	2	1	0.351	""""	""""	""""	MIR9563 microRNA precursor family
9	MIR171_2	RF00692	7180000117675	-	-	cm	1	112	182	275	+	no	1	0.34	0	37.1	4.30E-07	!	=	1	0.745	0.279	""""	""""	""""	microRNA MIR171_2
10	MIR2275	RF03896	7180000117675	-	-	cm	1	98	188	270	+	no	1	0.36	0	40.9	1.40E-06	!	=	1	0.771	0.255	""""	""""	""""	MIR2275 microRNA precursor family
11	MIR2275	RF03896	7180000117675	-	-	cm	1	98	270	188	-	no	1	0.36	0	39.9	2.40E-06	!	=	2	0.771	0.255	""""	""""	""""	MIR2275 microRNA precursor family
12	MIR1514	RF03259	7180000117675	-	-	cm	1	109	177	281	+	no	1	0.3	0.1	38.7	6.40E-06	!	=	1	0.714	0.299	""""	""""	""""	MIR1514 microRNA precursor family
13	MIR171_2	RF00692	7180000117675	-	-	cm	1	112	276	183	-	no	1	0.34	0	33	7.20E-06	!	=	2	0.734	0.275	""""	""""	""""	microRNA MIR171_2
14	MIR171_1	RF00643	7180000117675	-	-	cm	1	101	267	189	-	no	1	0.35	0	37.7	9.40E-06	!	=	2	0.797	0.251	""""	""""	""""	microRNA MIR171_1
15	snR83	RF01264	7180000117675	-	-	cm	1	308	312	130	-	no	1	0.31	4.7	31.4	1.60E-05	!	=	2	0.667	0.486	""""	""""	""""	Small nucleolar RNA snR83
16	mir-1284	RF03480	7180000117675	-	-	cm	1	92	61	158	+	no	1	0.29	0.3	36.2	1.90E-05	!	=	1	1	0.39	""""	""""	""""	mir-1284 microRNA precursor family
17	mir-5886	RF03277	7180000117675	-	-	cm	1	89	175	283	+	no	1	0.29	0.5	33.5	4.50E-05	!	=	1	0.706	0.307	""""	""""	""""	mir-5886 microRNA precursor family
18	mir-122	RF00684	7180000117675	-	-	cm	1	74	184	276	+	no	1	0.34	0	30.4	4.60E-05	!	=	1	0.731	0.271	""""	""""	""""	mir-122 microRNA precursor
19	mir-202	RF00705	7180000117675	-	-	cm	1	87	158	56	-	no	1	0.28	0.8	31	5.90E-05	!	=	2	1	0.41	""""	""""	""""	microRNA mir-202
20	MIR171_1	RF00643	7180000117675	-	-	cm	1	101	191	269	+	no	1	0.35	0	33.7	8.90E-05	!	=	1	0.772	0.243	""""	""""	""""	microRNA MIR171_1
21	MIR530	RF01005	7180000117675	-	-	cm	1	171	163	57	-	3'	3	0.27	1.8	33.2	0.0001	!	=	2	1	0.426	""""	""""	""""	microRNA MIR530
22	mir-186	RF00697	7180000117675	-	-	cm	1	93	159	61	-	no	1	0.28	0.4	35.1	0.00012	!	=	2	1	0.394	""""	""""	""""	microRNA mir-186
23	mir-1252	RF03623	7180000117675	-	-	cm	1	65	271	187	-	no	1	0.35	0	35.3	0.00014	!	=	2	0.765	0.259	""""	""""	""""	mir-1252 microRNA precursor family
24	MIR2119	RF03922	7180000117675	-	-	cm	39	148	294	164	-	no	2	0.31	0.7	35.5	0.00023	!	=	2	0.672	0.351	""""	""""	""""	MIR2119 microRNA precursor family
25	Yfr17	RF02365	7180000117675	-	-	cm	1	264	313	60	-	no	1	0.29	17.6	32.3	0.00023	!	=	2	0.756	0.765	""""	""""	""""	Cyanobacterial functional RNA 17
26	mir-2024	RF01900	7180000117675	-	-	cm	1	92	276	181	-	no	1	0.33	0	29	0.00037	!	=	2	0.74	0.283	""""	""""	""""	microRNA mir-2024
27	Phe_leader	RF01859	7180000117675	-	-	cm	1	125	165	57	-	no	1	0.27	2.7	33.7	0.0004	!	=	2	1	0.434	""""	""""	""""	Phenylalanine leader peptide
28	VR-RNA	RF02417	7180000117675	-	-	cm	1	397	324	103	-	no	2	0.31	7.8	26.4	0.00055	!	=	2	0.671	0.594	""""	""""	""""	VR-RNA
29	MIR824	RF00943	7180000117675	-	-	cm	1	654	164	295	+	no	3	0.31	0.5	25.4	0.0027	!	=	1	0.667	0.351	""""	""""	""""	microRNA MIR824
30	mir-71	RF00832	7180000117675	-	-	cm	1	59	271	188	-	no	1	0.36	0	25.3	0.0057	!	=	2	0.762	0.255	""""	""""	""""	microRNA mir-71
31	mir-71	RF00832	7180000117675	-	-	cm	1	59	187	270	+	no	1	0.36	0	25.3	0.0057	!	=	1	0.774	0.259	""""	""""	""""	microRNA mir-71
1	MIR859	RF03762	7180000117323	-	-	cm	1	127	371	239	-	no	1	0.19	25.2	29.9	0.00091	!	^	-	-	-	-	-	-	MIR859 microRNA precursor family
2	mir-280	RF00801	7180000117323	-	-	cm	1	95	241	317	+	no	1	0.19	6.5	23.3	0.0093	!	^	-	-	-	-	-	-	microRNA mir-280
1	Histone3	RF00032	7180000119412	-	-	cm	1	46	22504	22548	+	no	1	0.22	0.4	26.5	0.0013	!	*	-	-	-	-	-	-	Histone 3' UTR stem-loop
1	mir-34	RF00456	7180000111473	-	-	cm	1	90	48638	48556	-	no	1	0.25	1.5	33.3	0.0037	!	*	-	-	-	-	-	-	mir-34 microRNA precursor family
1	snoR71	RF00097	7180000110651	-	-	cm	1	107	8949	8844	-	no	1	0.47	0	43.8	1.80E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR71	RF00097	7180000107159	-	-	cm	1	107	16344	16450	+	no	1	0.49	0	37.5	0.00058	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	SSU_rRNA_eukarya	RF01960	7180000113036	-	-	cm	1	286	3708	3993	+	3'	3	0.46	0	199.5	3.60E-57	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
2	SSU_rRNA_microsporidia	RF02542	7180000113036	-	-	cm	1	161	3708	3993	+	3'	3	0.46	0	39	1.50E-08	!	=	1	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
1	SSU_rRNA_eukarya	RF01960	7180000120385	-	-	cm	1200	1508	52669	52399	-	no	1	0.43	0	164.5	2.80E-45	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
2	SSU_rRNA_microsporidia	RF02542	7180000120385	-	-	cm	1	1312	52972	52307	-	no	1	0.4	9.5	117.9	1.30E-31	!	=	1	0.407	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
3	SSU_rRNA_eukarya	RF01960	7180000120385	-	-	cm	620	1125	53120	52744	-	no	1	0.36	8.5	111.9	3.10E-29	!	=	2	0.607	0.344	-	-	-	Eukaryotic small subunit ribosomal RNA
4	SSU_rRNA_archaea	RF01959	7180000120385	-	-	cm	900	1173	52670	52402	-	no	1	0.43	0	47.5	1.80E-09	!	=	1	0.996	0.989	""""	""""	""""	Archaeal small subunit ribosomal RNA
5	MIR6426	RF03872	7180000120385	-	-	cm	1	84	1714	1781	+	no	1	0.47	0	50.5	3.20E-07	!	*	-	-	-	-	-	-	MIR6426 microRNA precursor family
6	mir-2242	RF04039	7180000120385	-	-	cm	1	95	1792	1703	-	no	1	0.49	0	31.6	0.0021	!	*	-	-	-	-	-	-	mir-2242 microRNA precursor family
1	LSU_rRNA_bacteria	RF02541	7180000111792	-	-	cm	1035	1204	6377	6537	+	no	1	0.37	0	42.2	5.60E-10	!	*	-	-	-	-	-	-	Bacterial large subunit ribosomal RNA
1	tRNA	RF00005	7180000119165	-	-	cm	1	71	46037	45966	-	no	1	0.61	0	52.6	1.30E-08	!	^	-	-	-	-	-	-	tRNA
1	U2	RF00004	7180000107441	-	-	cm	1	193	154996	155191	+	no	1	0.48	0	170.2	2.60E-35	!	*	-	-	-	-	-	-	U2 spliceosomal RNA
2	MIR171_1	RF00643	7180000107441	-	-	cm	1	101	173466	173261	-	no	1	0.23	30.6	40	0.0014	!	*	-	-	-	-	-	-	microRNA MIR171_1
1	mir-3136	RF03361	7180000106873	-	-	cm	1	78	90812	90735	-	no	1	0.45	0	57.3	7.20E-10	!	^	-	-	-	-	-	-	mir-3136 microRNA precursor family
2	MIR2118	RF01911	7180000106873	-	-	cm	1	170	90840	90706	-	no	1	0.36	0	51	8.00E-07	!	=	1	0.578	1	""""	""""	""""	microRNA MIR2118
